sensor_id,aircraft_id,event_timestamp,sensor_type,sensor_value,unit,anomaly_status
SN000003233,AC00351,2026-03-11 20:14:00,CabinPressure,8.18,psi,Normal
SN000003234,AC00704,2026-02-24 23:46:00,OilPressure,71.71,psi,Normal
SN000003235,AC00121,2026-01-31 08:40:00,HydraulicPressure,2265.92,psi,Normal
SN000003236,AC00294,2026-01-23 22:16:00,HydraulicPressure,1975.5,psi,Normal
SN000003237,AC00895,2026-02-23 18:37:00,FuelFlow,2460.55,kg/h,Normal
SN000003238,AC01021,2026-03-07 16:38:00,HydraulicPressure,2494.43,psi,Normal
SN000003239,AC01160,2026-05-26 06:12:00,EngineTemp,85.06,C,Warning
SN000003240,AC00422,2026-05-27 18:15:00,EngineTemp,108.51,C,Normal
SN000003241,AC00469,2026-05-14 22:44:00,HydraulicPressure,2937.62,psi,Normal
SN000003242,AC00920,2026-06-18 09:59:00,CabinPressure,8.26,psi,Normal
SN000003243,AC00845,2026-04-10 15:15:00,HydraulicPressure,2917.4,psi,Normal
SN000003244,AC00969,2026-06-13 17:32:00,HydraulicPressure,2752.12,psi,Normal
SN000003245,AC00018,2026-05-28 04:16:00,HydraulicPressure,1697.6,psi,Warning
SN000003246,AC00234,2026-04-26 16:32:00,FuelFlow,2361.59,kg/h,Normal
SN000003247,AC00632,2026-02-14 05:37:00,Vibration,5.75,mm/s,Normal
SN000003248,AC01119,2026-03-17 23:48:00,Vibration,2.42,mm/s,Normal
SN000003249,AC01111,2026-01-16 09:51:00,OilPressure,38.02,psi,Normal
SN000003250,AC00297,2026-05-22 06:46:00,Vibration,4.79,mm/s,Normal
SN000003251,AC01060,2026-02-11 13:41:00,CabinPressure,8.42,psi,Normal
SN000003252,AC00267,2026-03-07 14:34:00,HydraulicPressure,2738.36,psi,Normal
SN000003253,AC00206,2026-01-17 12:02:00,EngineTemp,93.02,C,Normal
SN000003254,AC00122,2026-03-06 06:02:00,HydraulicPressure,2507.77,psi,Normal
SN000003255,AC00830,2026-06-19 12:40:00,CabinPressure,7.3,psi,Normal
SN000003256,AC00403,2026-05-26 03:20:00,EngineTemp,83.02,C,Normal
SN000003257,AC00386,2026-05-18 20:43:00,HydraulicPressure,2307.52,psi,Warning
SN000003258,AC00328,2026-06-06 18:48:00,OilPressure,75.89,psi,Normal
SN000003259,AC00318,2026-06-29 14:11:00,HydraulicPressure,2266.14,psi,Normal
SN000003260,AC00905,2026-02-25 00:56:00,CabinPressure,7.49,psi,Normal
SN000003261,AC01152,2026-02-23 12:21:00,CabinPressure,7.65,psi,Normal
SN000003262,AC00124,2026-03-23 05:35:00,EngineTemp,97.65,C,Warning
SN000003263,AC00737,2026-03-27 16:30:00,HydraulicPressure,1864.85,psi,Normal
SN000003264,AC00675,2026-05-06 01:05:00,EngineTemp,109.79,C,Warning
SN000003265,AC00263,2026-01-06 22:28:00,FuelFlow,2656.22,kg/h,Normal
SN000003266,AC00349,2026-05-20 04:42:00,FuelFlow,1413.12,kg/h,Normal
SN000003267,AC00042,2026-01-21 03:22:00,FuelFlow,2645.65,kg/h,Normal
SN000003268,AC00936,2026-01-03 11:45:00,OilPressure,45.52,psi,Normal
SN000003269,AC00903,2026-06-08 12:17:00,Vibration,2.17,mm/s,Critical
SN000003270,AC00956,2026-03-30 01:27:00,OilPressure,69.49,psi,Normal
SN000003271,AC00107,2026-06-30 22:52:00,Vibration,0.27,mm/s,Normal
SN000003272,AC00710,2026-04-15 01:23:00,FuelFlow,1605.74,kg/h,Warning
SN000003273,AC00434,2026-04-06 12:40:00,HydraulicPressure,3138.85,psi,Normal
SN000003274,AC00866,2026-06-18 20:42:00,EngineTemp,76.47,C,Normal
SN000003275,AC00603,2026-03-09 05:57:00,OilPressure,53.2,psi,Normal
SN000003276,AC01091,2026-05-03 00:27:00,FuelFlow,1785.56,kg/h,Normal
SN000003277,AC00724,2026-06-15 16:31:00,HydraulicPressure,2479.88,psi,Normal
SN000003278,AC00490,2026-04-06 10:35:00,FuelFlow,1892.89,kg/h,Normal
SN000003279,AC00137,2026-06-04 17:23:00,EngineTemp,90.85,C,Normal
SN000003280,AC00953,2026-03-21 07:46:00,CabinPressure,7.93,psi,Normal
SN000003281,AC00241,2026-01-19 04:46:00,Vibration,6.23,mm/s,Normal
SN000003282,AC00713,2026-03-28 19:50:00,FuelFlow,1984.02,kg/h,Normal
SN000003283,AC00367,2026-04-02 02:57:00,OilPressure,59.58,psi,Normal
SN000003284,AC00140,2026-05-09 11:17:00,FuelFlow,831.94,kg/h,Normal
SN000003285,AC00564,2026-01-18 03:30:00,HydraulicPressure,2435.47,psi,Normal
SN000003286,AC01121,2026-04-23 09:28:00,CabinPressure,7.02,psi,Normal
SN000003287,AC00984,2026-03-23 00:36:00,FuelFlow,2818.08,kg/h,Normal
SN000003288,AC01087,2026-01-31 01:49:00,FuelFlow,2417.6,kg/h,Normal
SN000003289,AC01183,2026-03-10 16:19:00,OilPressure,54.99,psi,Normal
SN000003290,AC00798,2026-03-28 08:40:00,CabinPressure,7.19,psi,Normal
SN000003291,AC01120,2026-01-13 08:04:00,EngineTemp,108.05,C,Normal
SN000003292,AC00079,2026-03-01 06:42:00,EngineTemp,89.83,C,Normal
SN000003293,AC00409,2026-04-12 05:29:00,FuelFlow,1791.76,kg/h,Normal
SN000003294,AC00740,2026-02-15 08:51:00,HydraulicPressure,2386.23,psi,Normal
SN000003295,AC01125,2026-03-23 10:53:00,Vibration,3.28,mm/s,Normal
SN000003296,AC00005,2026-04-08 07:40:00,Vibration,3.31,mm/s,Normal
SN000003297,AC00134,2026-04-11 02:42:00,FuelFlow,658.94,kg/h,Normal
SN000003298,AC00270,2026-06-25 00:40:00,HydraulicPressure,2986.1,psi,Normal
SN000003299,AC00373,2026-03-05 14:41:00,Vibration,7.36,mm/s,Normal
SN000003300,AC00773,2026-01-13 16:48:00,Vibration,0.57,mm/s,Normal
SN000003301,AC01004,2026-01-07 19:48:00,FuelFlow,1455.8,kg/h,Normal
SN000003302,AC00205,2026-02-13 12:36:00,OilPressure,55.7,psi,Normal
SN000003303,AC01119,2026-03-23 01:18:00,CabinPressure,7.44,psi,Normal
SN000003304,AC00680,2026-01-09 06:49:00,HydraulicPressure,2849.72,psi,Normal
SN000003305,AC00349,2026-01-19 04:02:00,Vibration,1.16,mm/s,Normal
SN000003306,AC00241,2026-03-05 00:17:00,OilPressure,67.94,psi,Normal
SN000003307,AC00190,2026-05-04 01:33:00,EngineTemp,81.71,C,Normal
SN000003308,AC00588,2026-02-02 18:17:00,EngineTemp,90.05,C,Normal
SN000003309,AC00655,2026-01-09 05:06:00,CabinPressure,8.14,psi,Normal
SN000003310,AC00468,2026-02-18 18:49:00,EngineTemp,97.97,C,Normal
SN000003311,AC00460,2026-03-04 11:40:00,CabinPressure,7.31,psi,Normal
SN000003312,AC00953,2026-01-22 09:48:00,EngineTemp,91.56,C,Normal
SN000003313,AC00665,2026-04-17 22:24:00,EngineTemp,87.97,C,Normal
SN000003314,AC00076,2026-05-25 11:31:00,HydraulicPressure,2239.43,psi,Normal
SN000003315,AC00123,2026-01-16 17:53:00,CabinPressure,8.57,psi,Normal
SN000003316,AC00682,2026-05-09 22:29:00,FuelFlow,1825.5,kg/h,Normal
SN000003317,AC00495,2026-05-29 17:49:00,EngineTemp,112.75,C,Normal
SN000003318,AC00817,2026-02-25 11:14:00,HydraulicPressure,2983.82,psi,Normal
SN000003319,AC00604,2026-05-07 07:41:00,OilPressure,36.26,psi,Normal
SN000003320,AC00876,2026-02-12 02:27:00,EngineTemp,88.04,C,Normal
SN000003321,AC01028,2026-01-13 15:32:00,OilPressure,66.75,psi,Normal
SN000003322,AC01160,2026-05-27 07:12:00,HydraulicPressure,3195.55,psi,Normal
SN000003323,AC00871,2026-06-28 12:21:00,EngineTemp,108.13,C,Normal
SN000003324,AC00632,2026-05-28 07:47:00,OilPressure,74.42,psi,Normal
SN000003325,AC00348,2026-05-29 18:48:00,Vibration,5.94,mm/s,Normal
SN000003326,AC00585,2026-04-14 22:57:00,FuelFlow,662.32,kg/h,Normal
SN000003327,AC00655,2026-04-24 12:23:00,EngineTemp,78.46,C,Normal
SN000003328,AC00229,2026-06-13 11:59:00,CabinPressure,7.3,psi,Normal
SN000003329,AC00226,2026-04-15 07:06:00,OilPressure,81.4,psi,Normal
SN000003330,AC00624,2026-06-09 04:48:00,HydraulicPressure,1806.49,psi,Normal
SN000003331,AC01025,2026-01-19 16:01:00,EngineTemp,104.8,C,Normal
SN000003332,AC00287,2026-04-29 06:49:00,FuelFlow,3369.5,kg/h,Warning
SN000003333,AC00212,2026-02-28 21:54:00,FuelFlow,668.63,kg/h,Normal
SN000003334,AC01147,2026-04-13 09:13:00,EngineTemp,100.96,C,Normal
SN000003335,AC00748,2026-03-07 12:32:00,Vibration,7.43,mm/s,Normal
SN000003336,AC00229,2026-04-08 21:32:00,FuelFlow,2756.85,kg/h,Normal
SN000003337,AC00470,2026-06-14 04:05:00,EngineTemp,112.73,C,Normal
SN000003338,AC00694,2026-06-15 01:21:00,OilPressure,31.91,psi,Normal
SN000003339,AC00236,2026-03-21 03:07:00,HydraulicPressure,2180.21,psi,Normal
SN000003340,AC00076,2026-02-26 13:49:00,Vibration,1.83,mm/s,Normal
SN000003341,AC00691,2026-06-16 21:17:00,EngineTemp,79.49,C,Normal
SN000003342,AC00832,2026-02-23 03:06:00,OilPressure,27.21,psi,Normal
SN000003343,AC01158,2026-06-27 06:29:00,FuelFlow,3025.41,kg/h,Normal
SN000003344,AC00687,2026-04-20 03:12:00,OilPressure,38.98,psi,Normal
SN000003345,AC00501,2026-01-30 22:38:00,EngineTemp,104.55,C,Normal
SN000003346,AC00701,2026-03-14 13:28:00,EngineTemp,88.48,C,Normal
SN000003347,AC00446,2026-01-05 06:19:00,OilPressure,66.58,psi,Normal
SN000003348,AC00589,2026-04-22 20:03:00,OilPressure,82.75,psi,Normal
SN000003349,AC00172,2026-02-07 02:02:00,EngineTemp,105.29,C,Normal
SN000003350,AC01116,2026-01-30 03:44:00,FuelFlow,1814.48,kg/h,Normal
SN000003351,AC01030,2026-01-23 14:12:00,OilPressure,72.06,psi,Normal
SN000003352,AC00157,2026-05-13 22:47:00,EngineTemp,95.26,C,Normal
SN000003353,AC00007,2026-01-22 20:15:00,FuelFlow,3094.67,kg/h,Normal
SN000003354,AC00416,2026-05-24 22:31:00,CabinPressure,7.02,psi,Normal
SN000003355,AC00326,2026-02-12 21:43:00,CabinPressure,7.92,psi,Normal
SN000003356,AC00731,2026-02-25 20:46:00,Vibration,6.97,mm/s,Normal
SN000003357,AC00840,2026-05-08 00:34:00,FuelFlow,1617.9,kg/h,Normal
SN000003358,AC00568,2026-03-02 13:41:00,Vibration,6.85,mm/s,Normal
SN000003359,AC00243,2026-06-11 14:23:00,CabinPressure,7.45,psi,Normal
SN000003360,AC00044,2026-05-07 03:39:00,Vibration,1.76,mm/s,Normal
SN000003361,AC01027,2026-04-25 15:59:00,HydraulicPressure,3134.71,psi,Normal
SN000003362,AC00642,2026-06-28 12:12:00,EngineTemp,98.06,C,Normal
SN000003363,AC01093,2026-01-29 11:30:00,FuelFlow,1676.1,kg/h,Normal
SN000003364,AC01102,2026-02-21 21:53:00,CabinPressure,7.93,psi,Normal
SN000003365,AC00870,2026-02-18 13:24:00,FuelFlow,2437.49,kg/h,Normal
SN000003366,AC01168,2026-02-17 00:50:00,CabinPressure,7.06,psi,Normal
SN000003367,AC00717,2026-01-28 15:12:00,Vibration,3.73,mm/s,Normal
SN000003368,AC00017,2026-04-10 01:30:00,HydraulicPressure,2393.46,psi,Normal
SN000003369,AC00025,2026-06-30 09:27:00,OilPressure,35.06,psi,Warning
SN000003370,AC00745,2026-06-06 07:00:00,CabinPressure,7.03,psi,Normal
SN000003371,AC01013,2026-03-22 07:24:00,FuelFlow,2045.48,kg/h,Warning
SN000003372,AC00168,2026-01-11 03:27:00,FuelFlow,2179.55,kg/h,Normal
SN000003373,AC00240,2026-02-18 05:39:00,EngineTemp,79.4,C,Warning
SN000003374,AC00883,2026-03-06 19:17:00,OilPressure,32.61,psi,Normal
SN000003375,AC01054,2026-06-17 16:24:00,OilPressure,53.0,psi,Normal
SN000003376,AC00684,2026-07-01 18:39:00,Vibration,6.14,mm/s,Normal
SN000003377,AC00019,2026-04-04 08:26:00,Vibration,5.4,mm/s,Normal
SN000003378,AC00402,2026-03-20 01:07:00,Vibration,3.56,mm/s,Warning
SN000003379,AC00137,2026-03-16 17:49:00,Vibration,1.26,mm/s,Normal
SN000003380,AC00464,2026-06-22 10:50:00,FuelFlow,2167.58,kg/h,Warning
SN000003381,AC00893,2026-06-15 20:56:00,FuelFlow,565.73,kg/h,Normal
SN000003382,AC00832,2026-02-27 12:17:00,EngineTemp,94.5,C,Normal
SN000003383,AC01031,2026-06-12 15:20:00,Vibration,5.57,mm/s,Normal
SN000003384,AC00171,2026-02-28 16:30:00,Vibration,4.07,mm/s,Normal
SN000003385,AC00886,2026-03-07 03:01:00,CabinPressure,8.39,psi,Normal
SN000003386,AC00004,2026-04-21 03:32:00,HydraulicPressure,3034.66,psi,Normal
SN000003387,AC00870,2026-01-06 20:44:00,CabinPressure,8.28,psi,Normal
SN000003388,AC01001,2026-02-01 17:32:00,EngineTemp,107.61,C,Normal
SN000003389,AC00248,2026-04-10 04:53:00,Vibration,2.81,mm/s,Normal
SN000003390,AC00468,2026-04-29 14:53:00,OilPressure,41.69,psi,Warning
SN000003391,AC01110,2026-04-26 19:00:00,CabinPressure,7.19,psi,Normal
SN000003392,AC00844,2026-03-07 00:19:00,CabinPressure,7.07,psi,Normal
SN000003393,AC00494,2026-01-27 01:09:00,FuelFlow,429.22,kg/h,Warning
SN000003394,AC00210,2026-05-01 23:03:00,HydraulicPressure,2302.02,psi,Normal
SN000003395,AC01141,2026-01-22 00:02:00,CabinPressure,7.75,psi,Normal
SN000003396,AC00230,2026-05-04 08:33:00,FuelFlow,1983.4,kg/h,Normal
SN000003397,AC00636,2026-05-20 01:03:00,FuelFlow,2132.37,kg/h,Normal
SN000003398,AC00949,2026-05-31 02:18:00,HydraulicPressure,1973.76,psi,Normal
SN000003399,AC00765,2026-05-09 17:44:00,OilPressure,31.13,psi,Normal
SN000003400,AC00808,2026-04-11 03:47:00,Vibration,5.05,mm/s,Normal
SN000003401,AC01109,2026-04-11 18:10:00,CabinPressure,7.71,psi,Normal
SN000003402,AC00923,2026-06-20 18:39:00,OilPressure,42.68,psi,Normal
SN000003403,AC00879,2026-04-12 07:21:00,EngineTemp,91.04,C,Normal
SN000003404,AC00842,2026-01-13 22:55:00,EngineTemp,87.12,C,Normal
SN000003405,AC00616,2026-05-19 23:32:00,CabinPressure,7.64,psi,Normal
SN000003406,AC00275,2026-01-15 23:43:00,OilPressure,81.92,psi,Normal
SN000003407,AC01046,2026-01-24 02:26:00,CabinPressure,7.05,psi,Normal
SN000003408,AC00741,2026-04-05 14:49:00,HydraulicPressure,3999.3,psi,Warning
SN000003409,AC01136,2026-05-01 05:10:00,HydraulicPressure,3431.26,psi,Warning
SN000003410,AC00981,2026-05-14 02:55:00,OilPressure,75.58,psi,Critical
SN000003411,AC00321,2026-05-02 03:01:00,OilPressure,23.38,psi,Warning
SN000003412,AC00809,2026-07-01 09:33:00,Vibration,4.35,mm/s,Normal
SN000003413,AC01166,2026-01-12 12:35:00,CabinPressure,6.25,psi,Warning
SN000003414,AC00161,2026-01-21 04:18:00,Vibration,2.54,mm/s,Normal
SN000003415,AC00354,2026-04-11 09:21:00,CabinPressure,7.04,psi,Normal
SN000003416,AC00499,2026-04-05 22:04:00,OilPressure,45.95,psi,Normal
SN000003417,AC00794,2026-03-26 01:48:00,Vibration,4.39,mm/s,Normal
SN000003418,AC00805,2026-06-23 17:11:00,EngineTemp,104.94,C,Normal
SN000003419,AC00824,2026-06-21 02:33:00,Vibration,7.9,mm/s,Normal
SN000003420,AC01082,2026-04-20 20:53:00,EngineTemp,91.2,C,Normal
SN000003421,AC00236,2026-02-07 20:32:00,EngineTemp,93.83,C,Normal
SN000003422,AC00308,2026-01-31 13:20:00,FuelFlow,798.11,kg/h,Normal
SN000003423,AC00941,2026-04-30 19:53:00,OilPressure,62.51,psi,Normal
SN000003424,AC00084,2026-02-16 05:21:00,Vibration,4.76,mm/s,Normal
SN000003425,AC00688,2026-04-14 20:09:00,CabinPressure,7.82,psi,Normal
SN000003426,AC01067,2026-05-24 05:19:00,Vibration,0.7,mm/s,Normal
SN000003427,AC01069,2026-05-02 12:49:00,Vibration,2.35,mm/s,Normal
SN000003428,AC00916,2026-05-19 06:59:00,OilPressure,73.36,psi,Normal
SN000003429,AC00167,2026-05-11 22:56:00,Vibration,5.52,mm/s,Warning
SN000003430,AC00021,2026-06-20 06:01:00,CabinPressure,5.95,psi,Warning
SN000003431,AC01134,2026-01-31 05:06:00,OilPressure,56.92,psi,Normal
SN000003432,AC00120,2026-03-21 17:10:00,Vibration,3.79,mm/s,Normal
SN000003433,AC00658,2026-01-16 21:54:00,FuelFlow,2184.14,kg/h,Normal
SN000003434,AC00665,2026-01-30 10:02:00,HydraulicPressure,2683.21,psi,Normal
SN000003435,AC01098,2026-02-20 19:12:00,EngineTemp,90.05,C,Normal
SN000003436,AC00057,2026-01-26 08:59:00,FuelFlow,2679.78,kg/h,Normal
SN000003437,AC01038,2026-06-02 07:23:00,CabinPressure,8.4,psi,Normal
SN000003438,AC00792,2026-04-02 03:50:00,CabinPressure,7.85,psi,Normal
SN000003439,AC01146,2026-06-13 15:11:00,CabinPressure,7.87,psi,Normal
SN000003440,AC00577,2026-03-14 21:42:00,OilPressure,26.08,psi,Normal
SN000003441,AC00185,2026-04-19 01:37:00,HydraulicPressure,2492.95,psi,Normal
SN000003442,AC00360,2026-01-26 22:16:00,HydraulicPressure,1766.32,psi,Warning
SN000003443,AC00593,2026-03-25 14:35:00,EngineTemp,82.24,C,Normal
SN000003444,AC00188,2026-04-13 23:55:00,Vibration,0.43,mm/s,Normal
SN000003445,AC00959,2026-04-27 22:49:00,CabinPressure,7.6,psi,Normal
SN000003446,AC00206,2026-04-20 10:23:00,OilPressure,30.23,psi,Normal
SN000003447,AC00339,2026-04-24 19:19:00,CabinPressure,7.97,psi,Normal
SN000003448,AC01004,2026-03-28 03:39:00,CabinPressure,7.5,psi,Normal
SN000003449,AC01088,2026-02-23 11:08:00,OilPressure,65.89,psi,Normal
SN000003450,AC01029,2026-06-15 17:17:00,OilPressure,37.59,psi,Normal
SN000003451,AC00594,2026-03-02 05:33:00,OilPressure,68.37,psi,Normal
SN000003452,AC00121,2026-04-21 00:22:00,FuelFlow,3032.73,kg/h,Normal
SN000003453,AC01023,2026-06-28 20:15:00,FuelFlow,3563.1,kg/h,Warning
SN000003454,AC00974,2026-04-26 07:26:00,HydraulicPressure,2804.86,psi,Normal
SN000003455,AC00156,2026-01-29 13:49:00,OilPressure,67.98,psi,Normal
SN000003456,AC01091,2026-04-09 11:37:00,OilPressure,41.67,psi,Normal
SN000003457,AC00116,2026-02-24 07:24:00,FuelFlow,1611.49,kg/h,Normal
SN000003458,AC01123,2026-03-01 08:53:00,HydraulicPressure,1978.71,psi,Normal
SN000003459,AC01014,2026-03-06 14:56:00,HydraulicPressure,1813.56,psi,Normal
SN000003460,AC00246,2026-05-16 04:45:00,CabinPressure,7.83,psi,Normal
SN000003461,AC00005,2026-04-24 16:37:00,Vibration,7.92,mm/s,Normal
SN000003462,AC00745,2026-05-29 06:23:00,HydraulicPressure,3137.26,psi,Normal
SN000003463,AC00107,2026-03-05 22:09:00,EngineTemp,77.04,C,Normal
SN000003464,AC01079,2026-02-22 06:57:00,EngineTemp,112.92,C,Normal
SN000003465,AC00291,2026-01-26 18:43:00,HydraulicPressure,2050.58,psi,Normal
SN000003466,AC00637,2026-02-07 11:11:00,CabinPressure,8.45,psi,Normal
SN000003467,AC00477,2026-01-08 09:23:00,Vibration,6.07,mm/s,Normal
SN000003468,AC00873,2026-01-28 11:25:00,OilPressure,32.75,psi,Normal
SN000003469,AC01190,2026-06-19 05:34:00,CabinPressure,8.1,psi,Normal
SN000003470,AC00807,2026-02-22 13:17:00,OilPressure,70.87,psi,Normal
SN000003471,AC01140,2026-06-16 18:52:00,HydraulicPressure,1994.88,psi,Normal
SN000003472,AC00013,2026-04-27 22:24:00,CabinPressure,8.12,psi,Normal
SN000003473,AC00041,2026-03-11 16:15:00,EngineTemp,101.17,C,Normal
SN000003474,AC00017,2026-04-01 20:20:00,HydraulicPressure,2361.28,psi,Warning
SN000003475,AC00134,2026-03-16 17:52:00,Vibration,5.27,mm/s,Normal
SN000003476,AC00330,2026-05-29 19:40:00,OilPressure,32.76,psi,Warning
SN000003477,AC00498,2026-03-14 18:50:00,FuelFlow,1412.11,kg/h,Normal
SN000003478,AC00663,2026-01-27 06:29:00,CabinPressure,7.34,psi,Normal
SN000003479,AC01097,2026-05-30 07:43:00,Vibration,1.96,mm/s,Normal
SN000003480,AC00581,2026-03-25 10:58:00,EngineTemp,83.07,C,Normal
SN000003481,AC00209,2026-06-29 09:06:00,FuelFlow,2716.75,kg/h,Normal
SN000003482,AC00701,2026-06-18 14:07:00,FuelFlow,2130.79,kg/h,Normal
SN000003483,AC00038,2026-06-25 23:16:00,HydraulicPressure,2092.46,psi,Normal
SN000003484,AC00164,2026-03-03 08:25:00,HydraulicPressure,1803.26,psi,Normal
SN000003485,AC01192,2026-03-04 07:48:00,HydraulicPressure,2619.81,psi,Normal
SN000003486,AC00875,2026-02-21 07:02:00,CabinPressure,7.59,psi,Normal
SN000003487,AC01192,2026-02-08 03:57:00,OilPressure,66.88,psi,Normal
SN000003488,AC00555,2026-05-07 06:24:00,CabinPressure,7.17,psi,Normal
SN000003489,AC00415,2026-05-22 16:25:00,OilPressure,27.33,psi,Normal
SN000003490,AC00512,2026-05-19 08:14:00,EngineTemp,97.63,C,Normal
SN000003491,AC00558,2026-05-18 08:37:00,HydraulicPressure,2843.49,psi,Normal
SN000003492,AC00550,2026-05-23 03:38:00,EngineTemp,107.33,C,Normal
SN000003493,AC00520,2026-01-27 00:30:00,HydraulicPressure,2262.76,psi,Normal
SN000003494,AC00815,2026-02-21 01:42:00,HydraulicPressure,3192.03,psi,Normal
SN000003495,AC00088,2026-06-15 21:29:00,HydraulicPressure,3091.31,psi,Normal
SN000003496,AC00856,2026-04-06 15:19:00,FuelFlow,1265.6,kg/h,Normal
SN000003497,AC00511,2026-05-19 10:34:00,OilPressure,26.74,psi,Normal
SN000003498,AC00698,2026-02-25 20:21:00,CabinPressure,7.7,psi,Normal
SN000003499,AC00611,2026-06-09 04:12:00,EngineTemp,90.23,C,Normal
SN000003500,AC00680,2026-03-13 06:09:00,HydraulicPressure,2990.0,psi,Normal
SN000003501,AC00542,2026-02-03 21:26:00,OilPressure,83.73,psi,Normal
SN000003502,AC00153,2026-02-06 07:28:00,EngineTemp,87.79,C,Normal
SN000003503,AC00225,2026-02-08 18:43:00,OilPressure,32.14,psi,Normal
SN000003504,AC00003,2026-01-01 18:54:00,FuelFlow,3290.54,kg/h,Warning
SN000003505,AC00256,2026-04-17 19:28:00,Vibration,4.88,mm/s,Normal
SN000003506,AC00830,2026-04-15 11:33:00,EngineTemp,82.65,C,Normal
SN000003507,AC00545,2026-03-03 08:51:00,Vibration,6.79,mm/s,Normal
SN000003508,AC00744,2026-04-09 08:16:00,FuelFlow,2980.43,kg/h,Normal
SN000003509,AC00396,2026-06-21 02:31:00,HydraulicPressure,2918.4,psi,Normal
SN000003510,AC00369,2026-04-05 15:14:00,Vibration,1.93,mm/s,Normal
SN000003511,AC00912,2026-04-21 02:00:00,OilPressure,51.96,psi,Normal
SN000003512,AC00140,2026-03-18 05:34:00,HydraulicPressure,2315.84,psi,Normal
SN000003513,AC00572,2026-02-01 00:06:00,OilPressure,83.64,psi,Normal
SN000003514,AC00063,2026-04-12 21:10:00,HydraulicPressure,2489.68,psi,Normal
SN000003515,AC01100,2026-03-07 15:14:00,HydraulicPressure,2157.54,psi,Normal
SN000003516,AC00354,2026-06-27 17:05:00,OilPressure,48.86,psi,Normal
SN000003517,AC00338,2026-05-06 15:05:00,HydraulicPressure,3004.28,psi,Normal
SN000003518,AC00401,2026-02-21 01:35:00,HydraulicPressure,2942.2,psi,Normal
SN000003519,AC00395,2026-04-24 03:13:00,Vibration,0.9,mm/s,Normal
SN000003520,AC01010,2026-05-19 18:14:00,OilPressure,36.99,psi,Normal
SN000003521,AC00794,2026-05-03 09:15:00,HydraulicPressure,1909.0,psi,Normal
SN000003522,AC00894,2026-06-30 21:21:00,Vibration,0.23,mm/s,Normal
SN000003523,AC00502,2026-01-29 13:16:00,HydraulicPressure,3158.13,psi,Normal
SN000003524,AC01134,2026-02-11 22:17:00,EngineTemp,87.94,C,Normal
SN000003525,AC00659,2026-02-16 01:47:00,CabinPressure,7.31,psi,Normal
SN000003526,AC00902,2026-05-06 20:55:00,CabinPressure,8.26,psi,Normal
SN000003527,AC00232,2026-03-25 20:15:00,HydraulicPressure,3889.96,psi,Warning
SN000003528,AC00084,2026-05-12 01:56:00,OilPressure,76.98,psi,Normal
SN000003529,AC00468,2026-01-28 03:26:00,EngineTemp,113.03,C,Normal
SN000003530,AC00550,2026-05-19 19:10:00,CabinPressure,7.19,psi,Normal
SN000003531,AC00660,2026-05-07 08:43:00,HydraulicPressure,2909.54,psi,Normal
SN000003532,AC00920,2026-04-19 16:12:00,CabinPressure,8.2,psi,Normal
SN000003533,AC00306,2026-06-03 02:42:00,FuelFlow,1152.05,kg/h,Normal
SN000003534,AC00903,2026-03-23 05:05:00,Vibration,0.4,mm/s,Normal
SN000003535,AC00938,2026-01-31 05:27:00,FuelFlow,1560.21,kg/h,Warning
SN000003536,AC00735,2026-01-10 18:25:00,OilPressure,65.25,psi,Normal
SN000003537,AC00940,2026-06-17 10:16:00,EngineTemp,99.61,C,Normal
SN000003538,AC00560,2026-03-02 08:56:00,OilPressure,42.3,psi,Normal
SN000003539,AC01105,2026-03-02 13:45:00,FuelFlow,763.02,kg/h,Normal
SN000003540,AC00669,2026-05-31 23:06:00,HydraulicPressure,2287.83,psi,Normal
SN000003541,AC00618,2026-06-26 16:03:00,OilPressure,63.04,psi,Normal
SN000003542,AC00023,2026-05-21 00:05:00,FuelFlow,2579.88,kg/h,Normal
SN000003543,AC00564,2026-05-25 13:56:00,EngineTemp,107.1,C,Normal
SN000003544,AC01094,2026-05-26 08:59:00,EngineTemp,99.87,C,Normal
SN000003545,AC00039,2026-06-25 18:27:00,EngineTemp,90.62,C,Normal
SN000003546,AC01147,2026-02-01 03:50:00,HydraulicPressure,1861.89,psi,Normal
SN000003547,AC00073,2026-01-12 07:26:00,OilPressure,75.34,psi,Normal
SN000003548,AC00186,2026-05-19 21:31:00,HydraulicPressure,1396.39,psi,Critical
SN000003549,AC00900,2026-04-28 02:20:00,OilPressure,61.31,psi,Normal
SN000003550,AC00325,2026-01-19 10:37:00,Vibration,1.82,mm/s,Normal
SN000003551,AC00749,2026-06-06 22:00:00,OilPressure,54.96,psi,Warning
SN000003552,AC00651,2026-03-01 12:51:00,OilPressure,72.43,psi,Normal
SN000003553,AC01178,2026-01-16 16:56:00,Vibration,2.22,mm/s,Normal
SN000003554,AC01085,2026-02-03 08:14:00,EngineTemp,100.0,C,Normal
SN000003555,AC00826,2026-02-08 00:44:00,Vibration,0.93,mm/s,Normal
SN000003556,AC00250,2026-02-22 20:18:00,CabinPressure,7.7,psi,Normal
SN000003557,AC00039,2026-03-06 04:41:00,CabinPressure,7.66,psi,Normal
SN000003558,AC00099,2026-04-19 13:31:00,FuelFlow,1321.06,kg/h,Normal
SN000003559,AC00392,2026-01-05 09:14:00,EngineTemp,112.62,C,Normal
