flight_id,flight_number,airline,aircraft_id,departure_airport,arrival_airport,scheduled_departure,duration_minutes,distance_km,passengers,status,delay_minutes
FL0000746,AZ7200,AeroSky,AC01039,JFK,SFO,2026-02-27 01:30:00,690,1463,142,Completed,1
FL0000747,AZ230,GlobalWings,AC00390,BLR,DXB,2026-04-26 14:35:00,686,833,102,Delayed,160
FL0000748,AZ8238,SkyBridge,AC00451,ORD,LHR,2026-05-17 23:21:00,526,2731,196,Completed,5
FL0000749,AZ9237,PacificAero,AC01058,ORD,ATL,2026-02-02 07:10:00,48,7365,17,Cancelled,15
FL0000750,AZ5813,NovaAir,AC00080,DFW,SIN,2026-03-06 20:23:00,673,6480,238,Delayed,163
FL0000751,AZ9895,SkyBridge,AC00615,MIA,DXB,2026-03-07 13:25:00,729,8197,250,Scheduled,12
FL0000752,AZ5431,GlobalWings,AC00198,MIA,DEN,2026-04-18 13:23:00,818,4956,269,Completed,14
FL0000753,AZ2198,NovaAir,AC00361,LHR,SFO,2026-02-12 04:02:00,721,2110,177,Scheduled,12
FL0000754,AZ6801,AeroSky,AC00844,DEL,SIN,2026-06-28 02:28:00,342,4639,198,Completed,6
FL0000755,AZ4371,AeroSky,AC00536,MIA,DEL,2026-04-28 16:05:00,445,7490,188,Completed,12
FL0000756,AZ9479,GlobalWings,AC00696,ATL,MIA,2026-03-21 17:11:00,360,7584,104,Scheduled,7
FL0000757,AZ5560,SkyBridge,AC00676,MIA,DFW,2026-02-10 03:57:00,65,595,259,Delayed,23
FL0000758,AZ3857,SkyBridge,AC00101,SIN,DEL,2026-01-24 02:33:00,593,3501,72,Completed,12
FL0000759,AZ428,PacificAero,AC00679,SIN,ORD,2026-05-17 03:00:00,795,4324,181,Completed,1
FL0000760,AZ653,SkyBridge,AC00994,JFK,BOS,2026-05-25 21:13:00,353,647,132,Completed,7
FL0000761,AZ8365,AtlanticJet,AC00821,DXB,JFK,2026-05-18 13:45:00,321,1641,39,Scheduled,2
FL0000762,AZ3283,PacificAero,AC00042,DXB,DEL,2026-06-01 05:38:00,599,2737,24,Cancelled,12
FL0000763,AZ1733,SkyBridge,AC00871,DEL,ATL,2026-04-28 20:46:00,354,4740,58,Cancelled,6
FL0000764,AZ8019,SkyBridge,AC00772,LHR,BOS,2026-06-21 15:09:00,272,6907,173,Completed,8
FL0000765,AZ7509,GlobalWings,AC00784,BLR,DXB,2026-03-31 01:28:00,790,6699,95,Scheduled,3
FL0000766,AZ2455,AtlanticJet,AC00476,BOS,LAX,2026-05-25 16:05:00,621,2035,257,Completed,10
FL0000767,AZ7858,PacificAero,AC00426,JFK,ORD,2026-03-03 14:58:00,130,2565,281,Delayed,157
FL0000768,AZ5366,AtlanticJet,AC00121,DXB,BLR,2026-03-26 15:00:00,363,5785,216,Completed,1
FL0000769,AZ5228,AtlanticJet,AC00012,BOS,LHR,2026-05-29 00:21:00,818,8257,171,Delayed,127
FL0000770,AZ1369,NovaAir,AC00990,DFW,SFO,2026-06-17 23:31:00,802,1584,68,Delayed,108
FL0000771,AZ739,NovaAir,AC00332,ORD,DEL,2026-01-05 23:03:00,215,3483,56,Cancelled,3
FL0000772,AZ2026,NovaAir,AC00287,DEN,ORD,2026-06-27 09:09:00,473,6793,2,Scheduled,9
FL0000773,AZ8672,AtlanticJet,AC01071,ATL,SIN,2026-04-09 16:58:00,425,2968,120,Delayed,74
FL0000774,AZ2790,PacificAero,AC01064,DFW,DEL,2026-05-16 04:03:00,518,3700,83,Completed,4
FL0000775,AZ5209,AtlanticJet,AC00021,DXB,BLR,2026-06-22 12:44:00,198,7958,110,Completed,0
FL0000776,AZ5841,AtlanticJet,AC01102,DFW,ATL,2026-02-04 04:03:00,107,7929,218,Completed,2
FL0000777,AZ6707,SkyBridge,AC00029,MIA,DFW,2026-05-06 14:17:00,885,7232,240,Completed,11
FL0000778,AZ4407,PacificAero,AC00159,MIA,BOS,2026-03-15 18:14:00,793,3796,79,Completed,5
FL0000779,AZ3529,GlobalWings,AC00677,JFK,DFW,2026-05-20 10:14:00,651,4792,113,In Air,15
FL0000780,AZ7890,AeroSky,AC00444,LAX,DEL,2026-03-26 09:46:00,674,2650,36,Scheduled,5
FL0000781,AZ8298,AeroSky,AC00281,SEA,JFK,2026-01-20 00:02:00,480,7978,41,Scheduled,9
FL0000782,AZ8794,AeroSky,AC00773,DFW,BOS,2026-05-24 04:14:00,408,5357,311,Delayed,81
FL0000783,AZ9283,NovaAir,AC00341,BLR,BOS,2026-03-19 21:04:00,773,2591,215,Scheduled,13
FL0000784,AZ6091,NovaAir,AC00247,DEN,SIN,2026-04-02 05:14:00,712,5954,22,Scheduled,0
FL0000785,AZ274,GlobalWings,AC00869,SIN,LHR,2026-05-06 23:19:00,240,6516,257,Delayed,45
FL0000786,AZ4573,AeroSky,AC00012,DEN,SEA,2026-03-12 22:57:00,141,6293,78,Completed,0
FL0000787,AZ9474,AeroSky,AC00816,LHR,ATL,2026-06-24 07:14:00,766,4395,70,Scheduled,1
FL0000788,AZ572,PacificAero,AC00931,DEL,DXB,2026-06-21 09:59:00,812,1952,187,Completed,11
FL0000789,AZ1121,SkyBridge,AC00363,BLR,DXB,2026-02-25 18:36:00,899,2206,176,Completed,14
FL0000790,AZ5285,AtlanticJet,AC00398,JFK,BLR,2026-04-12 00:38:00,62,5700,241,Delayed,172
FL0000791,AZ1164,GlobalWings,AC01058,ORD,LHR,2026-05-14 08:23:00,457,7071,170,Scheduled,1
FL0000792,AZ8381,NovaAir,AC00547,DEL,SIN,2026-02-23 16:59:00,90,4764,180,Completed,6
FL0000793,AZ1510,PacificAero,AC00638,ORD,DXB,2026-01-02 04:10:00,165,5844,161,Delayed,145
FL0000794,AZ2874,AeroSky,AC00239,BLR,DEN,2026-02-02 02:22:00,133,3291,143,Completed,0
FL0000795,AZ2274,SkyBridge,AC00943,DFW,DXB,2026-05-17 08:41:00,297,5292,174,Scheduled,6
FL0000796,AZ4569,GlobalWings,AC00365,LAX,DEN,2026-04-15 12:30:00,368,7032,130,Completed,6
FL0000797,AZ2893,AeroSky,AC00901,ORD,SEA,2026-04-05 10:16:00,408,6207,146,Completed,14
FL0000798,AZ4829,GlobalWings,AC00319,DEL,BOS,2026-05-21 10:07:00,764,7358,84,Delayed,165
FL0000799,AZ615,AeroSky,AC00186,SEA,SIN,2026-04-08 22:07:00,309,3825,91,In Air,8
FL0000800,AZ5381,AtlanticJet,AC00974,MIA,DXB,2026-03-09 21:00:00,375,6349,258,Completed,1
FL0000801,AZ5965,SkyBridge,AC00017,JFK,DXB,2026-05-11 15:58:00,387,5766,187,Completed,5
FL0000802,AZ4090,SkyBridge,AC00045,ORD,MIA,2026-03-09 18:41:00,512,7376,204,Scheduled,15
FL0000803,AZ6997,NovaAir,AC00989,DXB,SEA,2026-05-04 00:25:00,86,4088,231,Completed,3
FL0000804,AZ5558,AeroSky,AC00059,SIN,ATL,2026-05-26 21:48:00,352,3501,197,Completed,4
FL0000805,AZ2919,SkyBridge,AC00709,JFK,SEA,2026-02-21 12:06:00,516,263,215,Completed,6
FL0000806,AZ181,NovaAir,AC00484,ATL,JFK,2026-03-09 05:00:00,786,4259,201,Completed,11
FL0000807,AZ6265,NovaAir,AC00965,ORD,SFO,2026-02-06 09:03:00,760,3731,92,Delayed,171
FL0000808,AZ7056,PacificAero,AC00794,DXB,DFW,2026-02-04 21:19:00,181,6801,245,Completed,9
FL0000809,AZ3018,GlobalWings,AC00711,SFO,BOS,2026-01-27 02:08:00,645,690,234,Delayed,226
FL0000810,AZ3869,GlobalWings,AC01027,SEA,SFO,2026-05-04 17:39:00,814,6773,112,Delayed,165
FL0000811,AZ7074,GlobalWings,AC00433,DEN,DFW,2026-01-17 02:38:00,392,6542,185,Completed,5
FL0000812,AZ8576,AeroSky,AC00985,ATL,SEA,2026-05-21 20:02:00,476,3191,123,Completed,12
FL0000813,AZ2735,SkyBridge,AC00710,DEN,DEL,2026-01-31 02:07:00,716,6876,205,Cancelled,0
FL0000814,AZ5063,NovaAir,AC00932,ORD,LHR,2026-05-20 19:21:00,731,6831,157,Completed,1
FL0000815,AZ1929,GlobalWings,AC00923,ATL,SIN,2026-02-12 05:15:00,529,5739,96,Completed,11
FL0000816,AZ7225,AeroSky,AC00164,SFO,BOS,2026-05-20 14:49:00,769,4474,212,Completed,14
FL0000817,AZ5628,AtlanticJet,AC00249,DEN,ATL,2026-01-15 12:09:00,96,6300,242,Completed,13
FL0000818,AZ5418,SkyBridge,AC01112,ATL,DEL,2026-01-09 13:36:00,410,7083,104,Completed,14
FL0000819,AZ1477,PacificAero,AC00732,LHR,LAX,2026-02-10 15:54:00,801,6741,165,Completed,5
FL0000820,AZ8677,PacificAero,AC01011,JFK,DFW,2026-02-22 15:55:00,398,7754,316,Scheduled,7
FL0000821,AZ5634,AtlanticJet,AC00669,DEN,LAX,2026-01-28 20:46:00,668,1906,150,Completed,2
FL0000822,AZ7201,AeroSky,AC00821,DXB,ATL,2026-06-03 20:07:00,809,4458,186,Completed,2
FL0000823,AZ6231,PacificAero,AC00621,SIN,DFW,2026-04-06 00:26:00,857,4243,106,Completed,1
FL0000824,AZ849,PacificAero,AC00563,DEN,DFW,2026-06-09 02:05:00,235,4785,198,Delayed,171
FL0000825,AZ4601,SkyBridge,AC00559,SFO,ORD,2026-04-14 17:36:00,64,7038,187,Completed,4
FL0000826,AZ4815,AtlanticJet,AC00199,DEN,LHR,2026-04-26 20:07:00,771,5568,218,Completed,2
FL0000827,AZ9236,AeroSky,AC00862,DXB,BOS,2026-06-17 17:10:00,599,6624,194,Delayed,238
FL0000828,AZ6490,SkyBridge,AC00710,SEA,SFO,2026-04-27 09:04:00,805,8425,231,Completed,5
FL0000829,AZ5081,SkyBridge,AC00997,SFO,LAX,2026-01-29 14:53:00,130,3650,95,Scheduled,11
FL0000830,AZ9355,NovaAir,AC00958,SIN,SEA,2026-06-14 09:15:00,643,2981,182,Completed,11
FL0000831,AZ6300,PacificAero,AC00582,SFO,DEL,2026-01-09 12:32:00,285,6398,68,Cancelled,4
FL0000832,AZ6671,PacificAero,AC00811,DEL,JFK,2026-02-05 07:25:00,158,4990,207,Completed,5
FL0000833,AZ5306,PacificAero,AC00857,SFO,SEA,2026-03-21 06:45:00,833,6200,102,Completed,3
FL0000834,AZ3010,NovaAir,AC00462,MIA,BOS,2026-05-23 18:51:00,520,4940,293,Completed,5
FL0000835,AZ6952,NovaAir,AC00951,ATL,LAX,2026-05-02 15:00:00,145,6530,208,Completed,13
FL0000836,AZ5425,PacificAero,AC00460,DFW,DXB,2026-01-11 13:45:00,560,1569,266,Delayed,5
FL0000837,AZ2744,NovaAir,AC00187,DFW,ORD,2026-06-21 19:38:00,660,6628,172,Completed,6
FL0000838,AZ1161,AeroSky,AC00359,SEA,SIN,2026-03-29 03:10:00,249,5537,67,Scheduled,9
FL0000839,AZ8295,AtlanticJet,AC00941,DFW,LHR,2026-06-17 21:50:00,499,4213,207,Delayed,118
FL0000840,AZ8615,NovaAir,AC00327,JFK,DEL,2026-05-01 14:35:00,116,362,170,Completed,13
FL0000841,AZ7284,NovaAir,AC00855,DEL,SFO,2026-01-26 14:51:00,595,2232,183,Scheduled,0
FL0000842,AZ8481,AtlanticJet,AC00600,DEL,DXB,2026-01-22 18:25:00,787,903,186,Scheduled,12
FL0000843,AZ6864,AtlanticJet,AC00255,LHR,DEN,2026-06-06 01:03:00,313,2081,124,Completed,11
FL0000844,AZ4109,SkyBridge,AC00989,SEA,ORD,2026-03-30 11:57:00,382,1463,279,Completed,15
FL0000845,AZ2394,GlobalWings,AC00678,SEA,ATL,2026-06-11 21:36:00,626,4760,187,Delayed,194
FL0000846,AZ2693,PacificAero,AC00453,MIA,ATL,2026-01-10 10:40:00,775,5021,141,Delayed,183
FL0000847,AZ6395,SkyBridge,AC00901,LHR,ATL,2026-06-23 01:06:00,806,2356,152,Completed,9
FL0000848,AZ8432,AtlanticJet,AC00434,LHR,DFW,2026-01-11 04:42:00,643,447,78,Completed,11
FL0000849,AZ8674,SkyBridge,AC00977,DEL,MIA,2026-05-28 18:19:00,397,2803,75,Scheduled,10
FL0000850,AZ5709,GlobalWings,AC00347,SFO,BLR,2026-06-26 16:08:00,540,6473,62,Completed,2
FL0000851,AZ5940,NovaAir,AC00308,ATL,DFW,2026-03-23 16:03:00,791,2209,185,Delayed,50
FL0000852,AZ5498,PacificAero,AC01074,DEN,LHR,2026-01-05 10:36:00,417,788,204,Cancelled,3
FL0000853,AZ3093,AtlanticJet,AC00115,JFK,SEA,2026-01-29 22:13:00,298,4259,243,Delayed,204
FL0000854,AZ9143,SkyBridge,AC00468,BLR,LHR,2026-03-31 05:36:00,226,909,211,Delayed,68
FL0000855,AZ9695,PacificAero,AC00131,JFK,SIN,2026-03-11 04:22:00,107,3653,220,Completed,7
FL0000856,AZ2007,NovaAir,AC01100,DEN,MIA,2026-02-05 18:41:00,694,1446,128,Completed,15
FL0000857,AZ257,PacificAero,AC00205,JFK,MIA,2026-03-13 20:52:00,657,8232,81,Delayed,145
FL0000858,AZ6771,PacificAero,AC00907,SFO,BLR,2026-02-10 14:30:00,870,7725,134,Completed,8
FL0000859,AZ5689,SkyBridge,AC00674,ATL,MIA,2026-03-06 06:33:00,335,5159,78,Completed,7
FL0000860,AZ8448,NovaAir,AC00902,LHR,MIA,2026-04-23 10:22:00,231,8238,1,Scheduled,10
FL0000861,AZ8924,GlobalWings,AC00135,DEN,ORD,2026-03-07 02:20:00,141,7511,265,Delayed,163
FL0000862,AZ5016,PacificAero,AC00475,DFW,DEL,2026-02-09 13:56:00,357,5493,282,Completed,3
FL0000863,AZ5435,PacificAero,AC00664,DFW,LHR,2026-02-26 06:53:00,450,3064,202,Completed,5
FL0000864,AZ5117,SkyBridge,AC00552,DEN,DXB,2026-06-01 19:00:00,528,5224,189,Scheduled,4
FL0000865,AZ1006,NovaAir,AC00922,DXB,SEA,2026-04-25 19:32:00,447,7084,102,Completed,12
FL0000866,AZ4929,SkyBridge,AC00936,SEA,DXB,2026-02-20 22:43:00,766,3563,128,Completed,8
FL0000867,AZ8340,NovaAir,AC00784,LAX,SFO,2026-06-05 15:32:00,801,3517,129,Delayed,158
FL0000868,AZ6490,AtlanticJet,AC00153,DEL,ATL,2026-02-08 21:32:00,785,8109,282,Completed,1
FL0000869,AZ1019,AtlanticJet,AC00512,BLR,DXB,2026-06-27 07:49:00,645,6394,15,Scheduled,3
FL0000870,AZ2586,GlobalWings,AC00898,SEA,ATL,2026-05-15 12:17:00,182,1462,143,Completed,13
FL0000871,AZ458,GlobalWings,AC01151,BOS,ATL,2026-03-14 19:34:00,380,4521,174,Completed,9
FL0000872,AZ7773,GlobalWings,AC00643,SIN,DEL,2026-01-25 18:13:00,501,3769,47,Scheduled,10
FL0000873,AZ2398,AeroSky,AC00408,DEN,SEA,2026-05-02 05:54:00,310,4433,154,Scheduled,0
FL0000874,AZ365,PacificAero,AC00812,LHR,SFO,2026-06-05 14:04:00,896,1237,309,In Air,11
FL0000875,AZ9247,AeroSky,AC01104,SFO,LAX,2026-04-30 01:58:00,386,1349,197,Completed,2
FL0000876,AZ4636,NovaAir,AC01176,MIA,ORD,2026-02-01 22:35:00,240,1447,288,Delayed,209
FL0000877,AZ451,NovaAir,AC00677,DEN,SIN,2026-02-25 09:59:00,634,5817,161,Completed,13
FL0000878,AZ3751,PacificAero,AC00799,BOS,ATL,2026-01-03 07:31:00,375,7248,122,Completed,8
FL0000879,AZ3194,GlobalWings,AC01091,LHR,DEL,2026-04-29 22:02:00,250,6060,325,Delayed,39
FL0000880,AZ1234,SkyBridge,AC00207,DFW,SEA,2026-03-08 02:43:00,85,2336,172,Completed,11
FL0000881,AZ5921,AeroSky,AC00428,DEL,SEA,2026-03-25 18:40:00,479,4691,221,Completed,6
FL0000882,AZ7420,NovaAir,AC00769,ORD,MIA,2026-02-14 19:45:00,806,3667,151,Completed,1
FL0000883,AZ2768,GlobalWings,AC00780,SFO,DFW,2026-03-16 20:50:00,140,3118,64,Scheduled,3
FL0000884,AZ8435,AeroSky,AC00649,JFK,MIA,2026-05-11 11:39:00,137,6145,300,Completed,8
FL0000885,AZ1169,NovaAir,AC00779,DEN,LAX,2026-01-03 15:24:00,147,6061,270,Completed,9
FL0000886,AZ4600,AtlanticJet,AC00470,DEL,LHR,2026-04-20 11:30:00,704,6634,194,Completed,0
FL0000887,AZ2397,AtlanticJet,AC00289,LHR,SEA,2026-01-17 12:26:00,54,2346,294,Completed,4
FL0000888,AZ2680,NovaAir,AC00126,DEN,DEL,2026-01-15 04:42:00,802,5051,47,Scheduled,13
FL0000889,AZ3443,SkyBridge,AC00372,ORD,DFW,2026-02-25 02:46:00,157,2910,7,Scheduled,15
FL0000890,AZ7808,AeroSky,AC00544,SFO,DXB,2026-05-16 20:55:00,847,673,83,Completed,0
FL0000891,AZ344,SkyBridge,AC00835,DXB,BLR,2026-02-22 13:16:00,825,3031,123,Completed,3
FL0000892,AZ2302,PacificAero,AC00860,BLR,DFW,2026-02-03 12:59:00,532,7859,156,Completed,14
FL0000893,AZ1679,NovaAir,AC00638,SIN,LHR,2026-01-01 06:18:00,308,2350,260,Completed,11
FL0000894,AZ1653,AtlanticJet,AC00258,DEN,SIN,2026-03-13 11:10:00,869,2586,219,Completed,2
FL0000895,AZ9779,PacificAero,AC00512,SFO,ATL,2026-02-08 07:29:00,792,5183,246,Completed,14
FL0000896,AZ6408,AtlanticJet,AC00270,MIA,LHR,2026-04-08 02:41:00,722,2629,176,Completed,1
FL0000897,AZ5384,AeroSky,AC00374,LAX,DEL,2026-03-14 01:14:00,79,4146,123,Completed,12
FL0000898,AZ7525,PacificAero,AC00705,BOS,DEN,2026-06-26 03:54:00,881,6896,277,Delayed,54
FL0000899,AZ4282,SkyBridge,AC00242,ATL,BOS,2026-06-10 03:34:00,831,5777,177,Completed,5
FL0000900,AZ1134,SkyBridge,AC01125,SIN,BLR,2026-06-27 10:34:00,729,5859,310,Delayed,67
FL0000901,AZ2169,SkyBridge,AC01113,SFO,DXB,2026-01-10 06:04:00,513,2070,192,Completed,9
FL0000902,AZ2421,AtlanticJet,AC01134,ATL,MIA,2026-06-08 19:15:00,561,3241,101,Scheduled,6
FL0000903,AZ8835,SkyBridge,AC00407,DFW,DEL,2026-01-07 02:05:00,583,2736,144,Cancelled,1
FL0000904,AZ3412,SkyBridge,AC00767,MIA,DFW,2026-03-02 17:06:00,214,3957,200,Completed,13
FL0000905,AZ5015,AeroSky,AC00799,LAX,DEN,2026-04-18 22:49:00,532,7917,41,Scheduled,4
FL0000906,AZ2398,GlobalWings,AC00428,JFK,SEA,2026-04-24 10:50:00,113,1220,230,Delayed,105
FL0000907,AZ4172,SkyBridge,AC00497,DEN,BLR,2026-02-28 08:18:00,706,7115,278,In Air,6
FL0000908,AZ2433,AtlanticJet,AC00288,JFK,ATL,2026-04-11 13:37:00,802,2737,230,Completed,14
FL0000909,AZ3904,AtlanticJet,AC00023,ATL,DEL,2026-04-30 05:28:00,363,1931,232,Completed,15
FL0000910,AZ5693,SkyBridge,AC01109,DEN,ATL,2026-02-15 11:04:00,202,1403,230,Delayed,233
FL0000911,AZ4869,GlobalWings,AC00232,LAX,DEN,2026-04-04 00:10:00,644,3009,224,Completed,15
FL0000912,AZ1028,AtlanticJet,AC00743,MIA,JFK,2026-02-02 05:57:00,725,8352,221,Scheduled,13
FL0000913,AZ1461,AeroSky,AC00565,JFK,BLR,2026-04-13 00:27:00,381,7125,134,Delayed,91
FL0000914,AZ1803,AtlanticJet,AC00498,JFK,SIN,2026-06-26 18:47:00,650,7356,104,Completed,8
FL0000915,AZ9531,AeroSky,AC01063,DEN,BOS,2026-05-17 19:59:00,661,2016,209,Completed,3
FL0000916,AZ753,SkyBridge,AC00739,JFK,DEL,2026-03-28 21:02:00,663,7161,114,Delayed,100
FL0000917,AZ520,GlobalWings,AC00944,LHR,DEL,2026-06-10 06:55:00,83,6782,104,Scheduled,13
FL0000918,AZ5975,AtlanticJet,AC00674,BOS,ORD,2026-01-09 18:58:00,467,714,161,Completed,8
FL0000919,AZ3530,PacificAero,AC00567,SEA,SFO,2026-04-01 13:10:00,377,7757,245,In Air,5
FL0000920,AZ5863,PacificAero,AC00822,SIN,BLR,2026-04-28 04:38:00,221,8439,113,In Air,10
FL0000921,AZ5226,PacificAero,AC00649,MIA,SIN,2026-03-24 20:32:00,784,1731,183,Completed,12
FL0000922,AZ7272,SkyBridge,AC00784,DEN,DXB,2026-03-09 18:58:00,769,8203,251,Completed,10
FL0000923,AZ9273,PacificAero,AC00662,SIN,ORD,2026-03-03 08:45:00,640,5337,167,Completed,9
FL0000924,AZ5673,PacificAero,AC00407,ORD,DEN,2026-01-28 15:31:00,657,6879,136,Completed,4
FL0000925,AZ5405,GlobalWings,AC00789,SEA,DEN,2026-02-18 10:27:00,798,5065,157,Scheduled,2
FL0000926,AZ3687,GlobalWings,AC00504,DEN,BLR,2026-01-15 20:16:00,325,681,93,Completed,7
FL0000927,AZ6891,PacificAero,AC00443,BLR,DFW,2026-06-10 07:53:00,294,590,285,Completed,14
FL0000928,AZ4384,AtlanticJet,AC00845,MIA,LHR,2026-03-11 23:48:00,639,6797,294,Scheduled,12
FL0000929,AZ1362,AtlanticJet,AC00884,SIN,SEA,2026-04-06 22:59:00,285,5495,171,Completed,11
FL0000930,AZ1817,PacificAero,AC01103,ORD,SFO,2026-03-31 21:24:00,848,8044,96,Completed,10
FL0000931,AZ8245,PacificAero,AC01135,DFW,SIN,2026-05-07 19:51:00,633,1121,279,Completed,14
FL0000932,AZ2522,AeroSky,AC00046,SFO,JFK,2026-03-04 09:12:00,710,1192,84,Completed,15
FL0000933,AZ7158,AtlanticJet,AC00566,LHR,SEA,2026-01-24 19:35:00,790,701,107,Completed,15
FL0000934,AZ9436,PacificAero,AC00441,SIN,ORD,2026-05-25 06:27:00,596,5241,176,Completed,7
FL0000935,AZ1263,PacificAero,AC00014,SFO,ORD,2026-04-25 11:46:00,817,6121,99,Completed,3
FL0000936,AZ583,AtlanticJet,AC00331,JFK,BOS,2026-05-31 15:03:00,660,3188,240,Completed,5
FL0000937,AZ7872,GlobalWings,AC00680,BLR,DEN,2026-02-13 12:12:00,458,6597,155,Completed,12
FL0000938,AZ1586,GlobalWings,AC00197,DEL,SEA,2026-03-08 14:59:00,769,7301,134,Completed,15
FL0000939,AZ1640,PacificAero,AC00465,ATL,DEN,2026-03-15 00:55:00,693,1586,86,Scheduled,14
FL0000940,AZ306,AeroSky,AC01141,ATL,LAX,2026-01-23 04:09:00,142,3010,103,Delayed,135
FL0000941,AZ8262,GlobalWings,AC00057,SEA,DEN,2026-04-22 12:10:00,116,3074,74,Delayed,162
FL0000942,AZ7320,AtlanticJet,AC00199,MIA,DFW,2026-05-06 16:49:00,659,6380,146,Scheduled,5
FL0000943,AZ5206,SkyBridge,AC01040,DEL,SIN,2026-03-06 14:56:00,500,747,19,Scheduled,3
FL0000944,AZ7549,AtlanticJet,AC01062,JFK,SFO,2026-03-07 16:30:00,554,3414,79,Scheduled,10
FL0000945,AZ2416,GlobalWings,AC00918,MIA,BLR,2026-05-22 13:47:00,112,5793,134,Delayed,93
FL0000946,AZ5351,PacificAero,AC00828,DEL,DEN,2026-03-10 13:44:00,536,1868,169,Completed,2
FL0000947,AZ4899,AtlanticJet,AC01119,BOS,LHR,2026-05-24 12:26:00,373,2469,191,Completed,6
FL0000948,AZ6470,SkyBridge,AC00773,SFO,DEN,2026-06-08 10:18:00,548,1959,144,Completed,15
FL0000949,AZ5238,AtlanticJet,AC00113,DEN,DEL,2026-04-15 13:32:00,237,1711,39,Scheduled,5
FL0000950,AZ8435,SkyBridge,AC00097,LAX,BOS,2026-01-11 04:20:00,405,1109,157,Completed,5
FL0000951,AZ3435,NovaAir,AC00440,LHR,SIN,2026-01-17 06:46:00,235,3880,143,Completed,2
FL0000952,AZ4038,AtlanticJet,AC00093,DFW,LHR,2026-01-06 16:15:00,750,2155,252,Completed,0
FL0000953,AZ2421,PacificAero,AC00363,DEL,BLR,2026-05-01 10:08:00,425,6835,22,Scheduled,4
FL0000954,AZ4566,NovaAir,AC00866,DFW,LHR,2026-04-05 00:03:00,686,5324,160,Delayed,240
FL0000955,AZ6579,AeroSky,AC00848,DXB,LAX,2026-06-01 10:04:00,239,8248,242,Completed,0
FL0000956,AZ8104,AeroSky,AC00264,DXB,DEL,2026-06-13 12:32:00,117,2124,148,Delayed,40
FL0000957,AZ4764,PacificAero,AC00343,ORD,BOS,2026-04-30 04:40:00,742,6774,170,Completed,9
FL0000958,AZ8590,AeroSky,AC00809,ATL,JFK,2026-02-13 11:20:00,613,8408,102,Scheduled,4
FL0000959,AZ4060,NovaAir,AC00229,DEN,MIA,2026-02-09 19:27:00,442,3272,183,Completed,2
FL0000960,AZ5308,AeroSky,AC00293,BOS,SEA,2026-06-09 12:15:00,87,3346,231,Delayed,185
FL0000961,AZ6511,NovaAir,AC00700,BOS,LAX,2026-02-25 14:24:00,403,7819,51,Scheduled,1
FL0000962,AZ7317,AeroSky,AC00462,ORD,SEA,2026-01-24 04:10:00,388,7440,168,Delayed,223
FL0000963,AZ6816,PacificAero,AC01141,DEL,DFW,2026-04-15 18:53:00,370,1179,190,Completed,2
FL0000964,AZ156,PacificAero,AC00659,MIA,LAX,2026-03-03 20:44:00,151,4078,102,Completed,12
FL0000965,AZ424,AtlanticJet,AC01162,LAX,BLR,2026-05-22 02:15:00,825,826,144,Scheduled,2
FL0000966,AZ4196,SkyBridge,AC00579,DEL,DEN,2026-05-21 13:23:00,505,4143,221,Delayed,125
FL0000967,AZ2956,NovaAir,AC00314,LHR,DEN,2026-06-24 10:41:00,413,3917,214,Completed,9
FL0000968,AZ8971,GlobalWings,AC00043,ATL,ORD,2026-05-15 00:18:00,192,947,235,Scheduled,13
FL0000969,AZ6464,NovaAir,AC00427,SFO,ORD,2026-05-09 12:02:00,472,7796,293,Completed,14
FL0000970,AZ3228,PacificAero,AC00817,SEA,SFO,2026-04-29 16:43:00,255,4280,217,Delayed,182
FL0000971,AZ3598,NovaAir,AC00949,DFW,BLR,2026-05-13 07:34:00,856,6938,47,Scheduled,9
FL0000972,AZ3658,SkyBridge,AC01112,ORD,MIA,2026-02-09 13:23:00,897,7002,140,Completed,6
FL0000973,AZ9396,AtlanticJet,AC01060,MIA,ORD,2026-05-20 21:58:00,498,640,230,Completed,12
FL0000974,AZ7777,GlobalWings,AC00824,ORD,SEA,2026-02-26 17:53:00,247,2718,88,In Air,10
FL0000975,AZ1170,AeroSky,AC00997,DEL,DXB,2026-02-17 12:48:00,826,828,114,Delayed,201
FL0000976,AZ5139,AeroSky,AC00679,LAX,JFK,2026-01-20 04:57:00,410,3576,122,Completed,6
FL0000977,AZ1762,PacificAero,AC01195,SEA,LHR,2026-04-25 20:52:00,765,3120,252,Completed,9
FL0000978,AZ4707,AtlanticJet,AC00851,ORD,DFW,2026-03-01 10:33:00,678,6962,123,Completed,15
FL0000979,AZ6315,NovaAir,AC00301,DEL,DFW,2026-02-11 06:33:00,85,2471,275,Completed,15
FL0000980,AZ9386,SkyBridge,AC00743,ORD,DEL,2026-01-08 06:21:00,231,7579,183,Delayed,125
FL0000981,AZ2549,AeroSky,AC00758,BLR,SEA,2026-01-31 22:49:00,684,5166,189,Completed,12
FL0000982,AZ8205,AeroSky,AC00657,BLR,SIN,2026-03-13 18:33:00,850,1611,147,Delayed,154
FL0000983,AZ8121,SkyBridge,AC00347,BOS,LHR,2026-06-02 02:15:00,241,4841,133,Scheduled,0
FL0000984,AZ4570,AtlanticJet,AC00490,BLR,ORD,2026-01-19 22:28:00,504,7343,177,Completed,1
