timestamp,flight_phase,pfd_autoflight_mode,mfd_active_page,indicated_airspeed_kts,altitude_ft,magnetic_heading_deg,pitch_attitude_deg,roll_attitude_deg,pfd_bus_voltage_v,display_brightness_pct
2026-09-22 12:06:44,CLIMB,CLB_NAV,NAVIGATION_MAP,154.9,2379.0,89.36,6.97,-0.06,28.3,85.0
2026-09-22 12:06:46,CLIMB,CLB_NAV,NAVIGATION_MAP,155.0,2410.4,89.26,6.46,-0.25,28.27,85.0
2026-09-22 12:06:48,CLIMB,CLB_NAV,NAVIGATION_MAP,155.1,2430.9,89.45,7.29,0.73,28.39,84.7
2026-09-22 12:06:50,CLIMB,CLB_NAV,NAVIGATION_MAP,155.4,2461.9,89.43,6.79,-1.07,28.0,85.0
2026-09-22 12:06:52,CLIMB,CLB_NAV,NAVIGATION_MAP,155.7,2487.8,89.34,8.59,-1.03,28.2,85.0
2026-09-22 12:06:54,CLIMB,CLB_NAV,NAVIGATION_MAP,156.2,2516.7,89.45,6.75,0.14,28.05,84.8
2026-09-22 12:06:56,CLIMB,CLB_NAV,NAVIGATION_MAP,156.4,2547.7,89.62,8.2,1.13,28.26,84.7
2026-09-22 12:06:58,CLIMB,CLB_NAV,NAVIGATION_MAP,156.7,2578.2,89.77,7.7,-1.66,28.11,84.9
2026-09-22 12:07:00,CLIMB,CLB_NAV,NAVIGATION_MAP,156.9,2607.6,89.73,7.77,1.57,28.35,84.7
2026-09-22 12:07:02,CLIMB,CLB_NAV,NAVIGATION_MAP,157.1,2632.6,89.84,8.34,1.9,28.3,84.5
2026-09-22 12:07:04,CLIMB,CLB_NAV,NAVIGATION_MAP,157.6,2661.3,90.03,7.31,-1.87,28.04,84.9
2026-09-22 12:07:06,CLIMB,CLB_NAV,NAVIGATION_MAP,157.9,2684.1,89.91,6.52,-0.37,28.07,84.8
2026-09-22 12:07:08,CLIMB,CLB_NAV,NAVIGATION_MAP,158.2,2715.9,89.73,7.39,-0.2,28.01,84.7
2026-09-22 12:07:10,CLIMB,CLB_NAV,NAVIGATION_MAP,158.6,2747.3,89.64,6.94,-1.78,28.08,84.6
2026-09-22 12:07:12,CLIMB,CLB_NAV,NAVIGATION_MAP,158.8,2772.2,89.72,7.73,-1.87,28.12,84.9
2026-09-22 12:07:14,CLIMB,CLB_NAV,NAVIGATION_MAP,159.2,2804.7,89.68,7.63,-1.58,28.2,84.8
2026-09-22 12:07:16,CLIMB,CLB_NAV,NAVIGATION_MAP,159.3,2834.3,89.59,6.34,-1.35,28.03,84.6
2026-09-22 12:07:18,CLIMB,CLB_NAV,NAVIGATION_MAP,159.6,2866.9,89.74,7.61,1.15,28.23,84.9
2026-09-22 12:07:20,CLIMB,CLB_NAV,NAVIGATION_MAP,159.8,2896.6,89.8,8.21,-1.36,28.23,84.9
2026-09-22 12:07:22,CLIMB,CLB_NAV,NAVIGATION_MAP,160.0,2919.9,89.63,6.47,-0.16,28.14,84.6
2026-09-22 12:07:24,CLIMB,CLB_NAV,NAVIGATION_MAP,160.2,2953.4,89.79,7.12,-1.63,28.23,84.5
2026-09-22 12:07:26,CLIMB,CLB_NAV,NAVIGATION_MAP,160.6,2987.0,89.82,8.12,-0.45,28.09,84.6
2026-09-22 12:07:28,CLIMB,CLB_NAV,NAVIGATION_MAP,160.7,3007.1,89.82,7.04,-1.76,28.22,85.0
2026-09-22 12:07:30,CLIMB,CLB_NAV,NAVIGATION_MAP,160.8,3041.6,89.91,7.45,0.92,28.18,84.7
2026-09-22 12:07:32,CLIMB,CLB_NAV,NAVIGATION_MAP,161.2,3069.7,89.84,7.39,1.7,28.26,84.5
2026-09-22 12:07:34,CLIMB,CLB_NAV,NAVIGATION_MAP,161.3,3104.6,89.65,8.72,-1.45,28.36,84.5
2026-09-22 12:07:36,CLIMB,CLB_NAV,NAVIGATION_MAP,161.5,3136.9,89.68,7.13,1.16,28.07,84.6
2026-09-22 12:07:38,CLIMB,CLB_NAV,NAVIGATION_MAP,161.7,3164.3,89.76,8.12,0.83,28.37,84.5
2026-09-22 12:07:40,CLIMB,CLB_NAV,NAVIGATION_MAP,162.0,3192.7,89.91,6.59,-1.32,28.24,84.9
2026-09-22 12:07:42,CLIMB,CLB_NAV,NAVIGATION_MAP,162.2,3222.6,90.09,8.5,1.46,28.09,84.7
2026-09-22 12:07:44,CLIMB,CLB_NAV,NAVIGATION_MAP,162.7,3243.0,89.98,8.97,0.27,28.15,84.8
2026-09-22 12:07:46,CLIMB,CLB_NAV,NAVIGATION_MAP,162.9,3269.8,90.05,8.56,-0.35,28.36,84.8
2026-09-22 12:07:48,CLIMB,CLB_NAV,NAVIGATION_MAP,163.3,3296.2,90.01,7.96,-0.66,28.02,84.6
2026-09-22 12:07:50,CLIMB,CLB_NAV,NAVIGATION_MAP,163.6,3322.5,89.88,8.01,1.8,28.06,84.6
2026-09-22 12:07:52,CLIMB,CLB_NAV,NAVIGATION_MAP,164.0,3354.5,90.04,8.58,-1.72,28.17,84.9
2026-09-22 12:07:54,CLIMB,CLB_NAV,NAVIGATION_MAP,164.2,3389.0,90.15,8.78,0.01,28.26,85.0
2026-09-22 12:07:56,CLIMB,CLB_NAV,NAVIGATION_MAP,164.7,3411.4,89.99,8.91,0.7,28.06,84.6
2026-09-22 12:07:58,CLIMB,CLB_NAV,NAVIGATION_MAP,164.8,3444.5,89.99,6.13,-0.05,28.23,84.5
2026-09-22 12:08:00,CLIMB,CLB_NAV,NAVIGATION_MAP,165.3,3475.4,89.8,6.81,1.74,28.35,84.8
2026-09-22 12:08:02,CLIMB,CLB_NAV,NAVIGATION_MAP,165.6,3498.2,89.74,8.6,-0.52,28.15,85.0
2026-09-22 12:08:04,CLIMB,CLB_NAV,NAVIGATION_MAP,166.0,3525.4,89.8,6.61,-1.78,28.23,84.6
2026-09-22 12:08:06,CLIMB,CLB_NAV,NAVIGATION_MAP,166.5,3557.2,89.61,7.36,0.73,28.07,84.8
2026-09-22 12:08:08,CLIMB,CLB_NAV,NAVIGATION_MAP,166.7,3588.9,89.76,7.94,-0.5,28.28,84.6
2026-09-22 12:08:10,CLIMB,CLB_NAV,NAVIGATION_MAP,167.1,3612.9,89.76,6.85,1.09,28.4,84.5
2026-09-22 12:08:12,CLIMB,CLB_NAV,NAVIGATION_MAP,167.3,3643.1,89.69,8.25,0.42,28.33,84.7
2026-09-22 12:08:14,CLIMB,CLB_NAV,NAVIGATION_MAP,167.6,3673.6,89.76,6.26,1.91,28.34,84.6
2026-09-22 12:08:16,CLIMB,CLB_NAV,NAVIGATION_MAP,168.0,3693.9,89.77,6.42,0.37,28.22,84.6
2026-09-22 12:08:18,CLIMB,CLB_NAV,NAVIGATION_MAP,168.5,3718.9,89.84,7.45,1.07,28.06,84.6
2026-09-22 12:08:20,CLIMB,CLB_NAV,NAVIGATION_MAP,168.6,3742.0,90.01,7.25,0.25,28.39,84.7
2026-09-22 12:08:22,CLIMB,CLB_NAV,NAVIGATION_MAP,168.8,3763.2,89.91,6.8,0.76,28.25,84.7
2026-09-22 12:08:24,CLIMB,CLB_NAV,NAVIGATION_MAP,169.0,3784.1,89.91,8.64,-0.93,28.12,84.5
2026-09-22 12:08:26,CLIMB,CLB_NAV,NAVIGATION_MAP,169.4,3809.7,89.73,7.26,0.21,28.34,84.6
2026-09-22 12:08:28,CLIMB,CLB_NAV,NAVIGATION_MAP,169.5,3840.4,89.89,7.38,-1.77,28.03,84.9
2026-09-22 12:08:30,CLIMB,CLB_NAV,NAVIGATION_MAP,169.9,3869.4,89.88,6.14,-1.35,28.22,84.7
2026-09-22 12:08:32,CLIMB,CLB_NAV,NAVIGATION_MAP,170.0,3895.5,89.76,6.65,-0.26,28.11,84.7
2026-09-22 12:08:34,CLIMB,CLB_NAV,NAVIGATION_MAP,170.3,3917.8,89.81,6.6,-1.37,28.36,84.9
2026-09-22 12:08:36,CLIMB,CLB_NAV,NAVIGATION_MAP,170.7,3943.0,89.88,8.51,1.07,28.03,84.5
2026-09-22 12:08:38,CLIMB,CLB_NAV,NAVIGATION_MAP,171.0,3967.9,89.68,7.41,0.83,28.34,84.7
2026-09-22 12:08:40,CLIMB,CLB_NAV,NAVIGATION_MAP,171.5,3993.5,89.67,8.95,1.28,28.27,84.5
2026-09-22 12:08:42,CLIMB,CLB_NAV,NAVIGATION_MAP,171.9,4015.7,89.76,8.09,-1.76,28.17,85.0
2026-09-22 12:08:44,CLIMB,CLB_NAV,NAVIGATION_MAP,172.1,4039.2,89.78,6.9,1.41,28.18,85.0
2026-09-22 12:08:46,CLIMB,CLB_NAV,NAVIGATION_MAP,172.6,4065.8,89.75,7.99,-0.07,28.31,84.7
2026-09-22 12:08:48,CLIMB,CLB_NAV,NAVIGATION_MAP,173.0,4089.1,89.89,6.39,1.58,28.13,84.7
2026-09-22 12:08:50,CLIMB,CLB_NAV,NAVIGATION_MAP,173.3,4110.6,89.91,6.16,1.99,28.05,84.5
2026-09-22 12:08:52,CLIMB,CLB_NAV,NAVIGATION_MAP,173.6,4136.1,90.03,7.83,1.02,28.23,84.7
2026-09-22 12:08:54,CLIMB,CLB_NAV,NAVIGATION_MAP,174.0,4156.9,89.83,7.21,0.94,28.28,84.8
2026-09-22 12:08:56,CLIMB,CLB_NAV,NAVIGATION_MAP,174.1,4186.8,89.63,6.61,-1.93,28.31,84.5
2026-09-22 12:08:58,CLIMB,CLB_NAV,NAVIGATION_MAP,174.4,4214.7,89.67,6.13,-0.81,28.28,84.7
2026-09-22 12:09:00,CLIMB,CLB_NAV,NAVIGATION_MAP,174.8,4244.7,89.85,6.01,-1.09,28.36,84.7
2026-09-22 12:09:02,CLIMB,CLB_NAV,NAVIGATION_MAP,175.2,4278.3,89.68,8.54,0.85,28.15,84.9
2026-09-22 12:09:04,CLIMB,CLB_NAV,NAVIGATION_MAP,175.6,4308.1,89.68,7.67,-1.62,28.01,84.8
2026-09-22 12:09:06,CLIMB,CLB_NAV,NAVIGATION_MAP,176.0,4334.9,89.66,6.7,-1.28,28.39,84.7
2026-09-22 12:09:08,CLIMB,CLB_NAV,NAVIGATION_MAP,176.3,4366.9,89.47,7.4,-0.12,28.37,85.0
2026-09-22 12:09:10,CLIMB,CLB_NAV,NAVIGATION_MAP,176.8,4387.4,89.63,8.23,1.04,28.02,84.8
2026-09-22 12:09:12,CLIMB,CLB_NAV,NAVIGATION_MAP,177.1,4412.4,89.56,7.79,-1.16,28.28,84.7
2026-09-22 12:09:14,CLIMB,CLB_NAV,NAVIGATION_MAP,177.4,4432.9,89.58,6.41,0.66,28.17,84.6
2026-09-22 12:09:16,CLIMB,CLB_NAV,NAVIGATION_MAP,177.9,4464.6,89.69,8.52,-0.45,28.02,84.8
2026-09-22 12:09:18,CLIMB,CLB_NAV,NAVIGATION_MAP,178.1,4497.0,89.52,8.83,1.07,28.34,84.9
2026-09-22 12:09:20,CLIMB,CLB_NAV,NAVIGATION_MAP,178.6,4527.2,89.5,7.7,1.87,28.04,84.7
2026-09-22 12:09:22,CLIMB,CLB_NAV,NAVIGATION_MAP,178.7,4557.2,89.66,6.44,-0.11,28.31,84.9
2026-09-22 12:09:24,CLIMB,CLB_NAV,NAVIGATION_MAP,178.9,4584.6,89.85,7.98,-0.14,28.22,84.6
2026-09-22 12:09:26,CLIMB,CLB_NAV,NAVIGATION_MAP,179.2,4614.3,89.98,6.47,-1.01,28.16,84.8
2026-09-22 12:09:28,CLIMB,CLB_NAV,NAVIGATION_MAP,179.6,4641.9,90.08,6.69,-1.42,28.17,84.8
2026-09-22 12:09:30,CLIMB,CLB_NAV,NAVIGATION_MAP,179.9,4665.6,90.22,7.29,1.41,28.02,84.6
2026-09-22 12:09:32,CLIMB,CLB_NAV,NAVIGATION_MAP,180.1,4698.1,90.4,7.06,1.19,28.02,84.8
2026-09-22 12:09:34,CLIMB,CLB_NAV,NAVIGATION_MAP,180.5,4721.0,90.58,7.7,-1.61,28.07,84.9
2026-09-22 12:09:36,CLIMB,CLB_NAV,NAVIGATION_MAP,180.9,4743.6,90.65,8.06,1.67,28.19,84.6
2026-09-22 12:09:38,CLIMB,CLB_NAV,NAVIGATION_MAP,181.3,4771.6,90.58,8.09,-1.13,28.3,84.6
2026-09-22 12:09:40,CLIMB,CLB_NAV,NAVIGATION_MAP,181.5,4803.1,90.62,6.57,-0.88,28.19,84.8
2026-09-22 12:09:42,CLIMB,CLB_NAV,NAVIGATION_MAP,181.8,4830.3,90.78,6.88,-1.23,28.11,84.5
2026-09-22 12:09:44,CLIMB,CLB_NAV,NAVIGATION_MAP,182.2,4856.7,90.79,7.99,1.46,28.14,84.8
2026-09-22 12:09:46,CLIMB,CLB_NAV,NAVIGATION_MAP,182.5,4890.1,90.89,6.95,1.47,28.35,84.8
2026-09-22 12:09:48,CLIMB,CLB_NAV,NAVIGATION_MAP,182.8,4919.7,90.8,6.26,1.46,28.0,84.9
2026-09-22 12:09:50,CLIMB,CLB_NAV,NAVIGATION_MAP,183.1,4943.3,90.84,6.7,-0.88,28.2,84.9
2026-09-22 12:09:52,CLIMB,CLB_NAV,NAVIGATION_MAP,183.4,4967.6,90.83,7.14,-1.1,28.1,84.9
2026-09-22 12:09:54,CLIMB,CLB_NAV,NAVIGATION_MAP,183.6,4998.1,90.87,7.01,0.09,28.12,85.0
2026-09-22 12:09:56,CLIMB,CLB_NAV,NAVIGATION_MAP,183.8,5026.2,90.69,7.35,0.63,28.05,84.6
2026-09-22 12:09:58,CLIMB,CLB_NAV,NAVIGATION_MAP,184.0,5051.7,90.58,8.08,1.1,28.1,84.7
2026-09-22 12:10:00,CLIMB,CLB_NAV,NAVIGATION_MAP,184.2,5086.5,90.65,8.69,1.63,28.09,85.0
2026-09-22 12:10:02,CLIMB,CLB_NAV,NAVIGATION_MAP,184.6,5112.5,90.51,6.77,-0.25,28.0,84.8
2026-09-22 12:10:04,CLIMB,CLB_NAV,NAVIGATION_MAP,184.8,5141.0,90.38,7.47,1.63,28.03,84.7
2026-09-22 12:10:06,CLIMB,CLB_NAV,NAVIGATION_MAP,185.2,5168.9,90.43,7.41,0.34,28.24,84.7
2026-09-22 12:10:08,CLIMB,CLB_NAV,NAVIGATION_MAP,185.4,5198.8,90.4,8.77,-1.09,28.15,84.7
2026-09-22 12:10:10,CLIMB,CLB_NAV,NAVIGATION_MAP,185.7,5221.6,90.22,7.59,1.04,28.35,84.7
2026-09-22 12:10:12,CLIMB,CLB_NAV,NAVIGATION_MAP,185.9,5245.8,90.42,8.02,0.38,28.34,84.8
2026-09-22 12:10:14,CLIMB,CLB_NAV,NAVIGATION_MAP,186.2,5268.4,90.61,6.43,0.14,28.16,84.9
2026-09-22 12:10:16,CLIMB,CLB_NAV,NAVIGATION_MAP,186.6,5297.9,90.55,6.46,-0.36,28.13,84.8
2026-09-22 12:10:18,CLIMB,CLB_NAV,NAVIGATION_MAP,187.1,5325.4,90.35,8.35,-1.16,28.08,85.0
2026-09-22 12:10:20,CLIMB,CLB_NAV,NAVIGATION_MAP,187.3,5349.6,90.37,6.9,1.92,28.04,84.7
2026-09-22 12:10:22,CLIMB,CLB_NAV,NAVIGATION_MAP,187.8,5373.0,90.49,8.91,0.57,28.12,84.9
2026-09-22 12:10:24,CLIMB,CLB_NAV,NAVIGATION_MAP,188.1,5404.0,90.32,8.88,-0.95,28.08,84.8
2026-09-22 12:10:26,CLIMB,CLB_NAV,NAVIGATION_MAP,188.5,5432.3,90.33,6.15,0.89,28.13,84.5
2026-09-22 12:10:28,CLIMB,CLB_NAV,NAVIGATION_MAP,189.0,5456.2,90.31,6.94,0.4,28.26,84.8
2026-09-22 12:10:30,CLIMB,CLB_NAV,NAVIGATION_MAP,189.2,5486.4,90.26,6.27,0.14,28.11,84.7
2026-09-22 12:10:32,CLIMB,CLB_NAV,NAVIGATION_MAP,189.7,5517.3,90.29,8.13,-1.44,28.26,84.6
2026-09-22 12:10:34,CLIMB,CLB_NAV,NAVIGATION_MAP,190.1,5549.0,90.46,7.5,-1.37,28.23,84.9
2026-09-22 12:10:36,CLIMB,CLB_NAV,NAVIGATION_MAP,190.3,5579.8,90.35,8.62,0.53,28.1,84.7
2026-09-22 12:10:38,CLIMB,CLB_NAV,NAVIGATION_MAP,190.5,5600.3,90.43,9.0,1.89,28.22,84.8
2026-09-22 12:10:40,CLIMB,CLB_NAV,NAVIGATION_MAP,190.7,5623.9,90.36,7.28,-0.59,28.05,84.6
2026-09-22 12:10:42,CLIMB,CLB_NAV,NAVIGATION_MAP,191.2,5652.7,90.32,6.79,1.36,28.02,84.5
2026-09-22 12:10:44,CLIMB,CLB_NAV,NAVIGATION_MAP,191.3,5683.3,90.22,6.08,-1.31,28.35,84.6
2026-09-22 12:10:46,CLIMB,CLB_NAV,NAVIGATION_MAP,191.6,5714.5,90.14,7.81,-1.65,28.27,84.9
2026-09-22 12:10:48,CLIMB,CLB_NAV,NAVIGATION_MAP,191.7,5737.8,89.98,6.1,1.04,28.21,84.7
2026-09-22 12:10:50,CLIMB,CLB_NAV,NAVIGATION_MAP,192.2,5771.2,89.99,7.03,1.43,28.11,84.9
2026-09-22 12:10:52,CLIMB,CLB_NAV,NAVIGATION_MAP,192.6,5794.9,89.89,8.79,1.27,28.11,84.8
2026-09-22 12:10:54,CLIMB,CLB_NAV,NAVIGATION_MAP,192.9,5816.1,89.94,6.95,1.02,28.14,84.8
2026-09-22 12:10:56,CLIMB,CLB_NAV,NAVIGATION_MAP,193.2,5843.1,89.78,6.09,0.76,28.05,84.9
2026-09-22 12:10:58,CLIMB,CLB_NAV,NAVIGATION_MAP,193.4,5873.0,89.86,6.17,1.81,28.13,84.7
2026-09-22 12:11:00,CLIMB,CLB_NAV,NAVIGATION_MAP,193.7,5905.0,89.84,8.71,-0.74,28.01,84.6
2026-09-22 12:11:02,CLIMB,CLB_NAV,NAVIGATION_MAP,193.9,5932.6,89.8,7.65,1.47,28.35,84.8
2026-09-22 12:11:04,CLIMB,CLB_NAV,NAVIGATION_MAP,194.0,5964.9,89.98,6.38,0.93,28.15,84.8
2026-09-22 12:11:06,CLIMB,CLB_NAV,NAVIGATION_MAP,194.3,5993.1,89.95,8.93,-0.1,28.01,84.7
2026-09-22 12:11:08,CLIMB,CLB_NAV,NAVIGATION_MAP,194.5,6020.0,90.09,7.53,1.34,28.04,84.6
2026-09-22 12:11:10,CLIMB,CLB_NAV,NAVIGATION_MAP,194.8,6050.4,90.24,7.09,0.15,28.11,84.9
2026-09-22 12:11:12,CLIMB,CLB_NAV,NAVIGATION_MAP,195.3,6085.2,90.06,7.12,1.64,28.09,84.6
2026-09-22 12:11:14,CLIMB,CLB_NAV,NAVIGATION_MAP,195.6,6117.2,90.19,8.07,0.58,28.18,84.7
2026-09-22 12:11:16,CLIMB,CLB_NAV,NAVIGATION_MAP,196.0,6142.7,90.18,6.25,-1.94,28.34,84.8
2026-09-22 12:11:18,CLIMB,CLB_NAV,NAVIGATION_MAP,196.2,6170.0,90.35,6.97,0.1,28.3,84.8
2026-09-22 12:11:20,CLIMB,CLB_NAV,NAVIGATION_MAP,196.4,6190.4,90.42,8.81,-1.88,28.27,84.9
2026-09-22 12:11:22,CLIMB,CLB_NAV,NAVIGATION_MAP,196.8,6222.3,90.44,7.79,0.84,28.32,84.9
2026-09-22 12:11:24,CLIMB,CLB_NAV,NAVIGATION_MAP,197.2,6246.8,90.35,8.26,1.13,28.22,84.9
2026-09-22 12:11:26,CLIMB,CLB_NAV,NAVIGATION_MAP,197.4,6281.5,90.42,7.5,-0.86,28.06,85.0
2026-09-22 12:11:28,CLIMB,CLB_NAV,NAVIGATION_MAP,197.9,6312.9,90.6,6.43,0.88,28.02,84.8
2026-09-22 12:11:30,CLIMB,CLB_NAV,NAVIGATION_MAP,198.2,6343.7,90.7,8.24,-1.47,28.19,84.5
2026-09-22 12:11:32,CLIMB,CLB_NAV,NAVIGATION_MAP,198.4,6375.0,90.81,8.72,1.98,28.39,84.9
2026-09-22 12:11:34,CLIMB,CLB_NAV,NAVIGATION_MAP,198.5,6406.1,90.66,6.9,-1.62,28.16,84.7
2026-09-22 12:11:36,CLIMB,CLB_NAV,NAVIGATION_MAP,198.7,6433.7,90.7,6.24,0.97,28.15,84.6
2026-09-22 12:11:38,CLIMB,CLB_NAV,NAVIGATION_MAP,198.8,6455.0,90.88,8.85,-1.8,28.15,84.9
2026-09-22 12:11:40,CLIMB,CLB_NAV,NAVIGATION_MAP,199.2,6475.8,90.76,6.15,0.29,28.17,84.9
2026-09-22 12:11:42,CLIMB,CLB_NAV,NAVIGATION_MAP,199.4,6504.0,90.56,8.23,-0.06,28.29,84.5
2026-09-22 12:11:44,CLIMB,CLB_NAV,NAVIGATION_MAP,199.7,6525.0,90.71,8.0,0.26,28.32,85.0
2026-09-22 12:11:46,CLIMB,CLB_NAV,NAVIGATION_MAP,199.8,6556.7,90.75,6.53,1.34,28.13,85.0
2026-09-22 12:11:48,CLIMB,CLB_NAV,NAVIGATION_MAP,200.1,6578.3,90.85,7.41,-1.99,28.01,84.5
2026-09-22 12:11:50,CLIMB,CLB_NAV,NAVIGATION_MAP,200.5,6612.0,90.98,6.84,0.16,28.06,84.6
2026-09-22 12:11:52,CLIMB,CLB_NAV,NAVIGATION_MAP,200.7,6632.4,90.9,7.92,0.5,28.07,84.9
2026-09-22 12:11:54,CLIMB,CLB_NAV,NAVIGATION_MAP,200.9,6655.3,91.02,7.36,-1.16,28.11,84.7
2026-09-22 12:11:56,CLIMB,CLB_NAV,NAVIGATION_MAP,201.0,6688.1,90.89,7.67,0.13,28.06,84.5
2026-09-22 12:11:58,CLIMB,CLB_NAV,NAVIGATION_MAP,201.1,6713.4,90.78,6.71,-1.21,28.19,84.7
2026-09-22 12:12:00,CLIMB,CLB_NAV,NAVIGATION_MAP,201.6,6739.7,90.59,8.96,-0.04,28.3,84.7
2026-09-22 12:12:02,CLIMB,CLB_NAV,NAVIGATION_MAP,202.1,6767.8,90.59,6.7,0.87,28.19,84.7
2026-09-22 12:12:04,CLIMB,CLB_NAV,NAVIGATION_MAP,202.4,6793.5,90.63,6.24,0.83,28.24,84.9
2026-09-22 12:12:06,CLIMB,CLB_NAV,NAVIGATION_MAP,202.9,6822.6,90.82,8.86,0.02,28.35,84.9
2026-09-22 12:12:08,CLIMB,CLB_NAV,NAVIGATION_MAP,203.1,6847.7,90.94,7.77,0.16,28.04,84.6
2026-09-22 12:12:10,CLIMB,CLB_NAV,NAVIGATION_MAP,203.2,6876.8,90.9,6.22,1.6,28.14,84.7
2026-09-22 12:12:12,CLIMB,CLB_NAV,NAVIGATION_MAP,203.6,6904.0,90.99,7.55,0.52,28.16,84.8
2026-09-22 12:12:14,CLIMB,CLB_NAV,NAVIGATION_MAP,203.8,6934.3,91.04,6.26,-1.16,28.07,84.6
2026-09-22 12:12:16,CLIMB,CLB_NAV,NAVIGATION_MAP,204.1,6965.5,90.95,8.31,1.02,28.17,84.6
2026-09-22 12:12:18,CLIMB,CLB_NAV,NAVIGATION_MAP,204.3,6989.3,90.84,6.08,-1.15,28.01,84.7
2026-09-22 12:12:20,CLIMB,CLB_NAV,NAVIGATION_MAP,204.7,7014.6,90.69,6.05,-0.64,28.32,84.9
2026-09-22 12:12:22,CLIMB,CLB_NAV,NAVIGATION_MAP,205.2,7042.1,90.78,8.97,-1.13,28.33,84.9
2026-09-22 12:12:24,CLIMB,CLB_NAV,NAVIGATION_MAP,205.7,7073.5,90.8,7.15,-0.09,28.13,84.9
2026-09-22 12:12:26,CLIMB,CLB_NAV,NAVIGATION_MAP,205.9,7094.9,90.62,6.6,-0.3,28.33,84.7
2026-09-22 12:12:28,CLIMB,CLB_NAV,NAVIGATION_MAP,206.2,7123.5,90.5,6.15,0.83,28.04,84.5
2026-09-22 12:12:30,CLIMB,CLB_NAV,NAVIGATION_MAP,206.5,7148.7,90.44,8.11,-1.19,28.08,84.9
2026-09-22 12:12:32,CLIMB,CLB_NAV,NAVIGATION_MAP,206.9,7175.1,90.54,6.86,-1.08,28.0,84.7
2026-09-22 12:12:34,CLIMB,CLB_NAV,NAVIGATION_MAP,207.1,7202.1,90.65,8.86,-1.28,28.05,84.6
2026-09-22 12:12:36,CLIMB,CLB_NAV,NAVIGATION_MAP,207.2,7230.7,90.5,8.26,-1.6,28.11,85.0
2026-09-22 12:12:38,CLIMB,CLB_NAV,NAVIGATION_MAP,207.6,7262.3,90.3,8.18,1.28,28.4,84.6
2026-09-22 12:12:40,CLIMB,CLB_NAV,NAVIGATION_MAP,207.7,7295.5,90.27,8.97,1.41,28.28,84.5
2026-09-22 12:12:42,CLIMB,CLB_NAV,NAVIGATION_MAP,208.2,7320.4,90.37,6.61,-0.13,28.04,84.6
2026-09-22 12:12:44,CLIMB,CLB_NAV,NAVIGATION_MAP,208.3,7351.8,90.49,7.5,0.37,28.39,84.8
2026-09-22 12:12:46,CLIMB,CLB_NAV,NAVIGATION_MAP,208.7,7374.1,90.6,6.54,1.44,28.06,84.9
2026-09-22 12:12:48,CLIMB,CLB_NAV,NAVIGATION_MAP,209.0,7403.2,90.69,6.43,-1.82,28.0,84.8
2026-09-22 12:12:50,CLIMB,CLB_NAV,NAVIGATION_MAP,209.1,7427.7,90.78,8.51,1.25,28.36,84.9
2026-09-22 12:12:52,CLIMB,CLB_NAV,NAVIGATION_MAP,209.4,7448.0,90.84,6.53,-0.92,28.03,84.9
2026-09-22 12:12:54,CLIMB,CLB_NAV,NAVIGATION_MAP,209.5,7480.6,90.95,8.45,-1.98,28.02,84.6
2026-09-22 12:12:56,CLIMB,CLB_NAV,NAVIGATION_MAP,209.9,7505.5,91.01,6.17,-0.87,28.35,84.7
2026-09-22 12:12:58,CLIMB,CLB_NAV,NAVIGATION_MAP,210.3,7528.8,91.03,7.25,-0.97,28.06,84.5
2026-09-22 12:13:00,CLIMB,CLB_NAV,NAVIGATION_MAP,210.6,7563.1,91.05,6.52,0.79,28.11,84.5
2026-09-22 12:13:02,CLIMB,CLB_NAV,NAVIGATION_MAP,211.0,7596.8,91.19,7.28,1.78,28.35,84.8
2026-09-22 12:13:04,CLIMB,CLB_NAV,NAVIGATION_MAP,211.1,7623.5,90.99,8.27,-1.27,28.14,84.9
2026-09-22 12:13:06,CLIMB,CLB_NAV,NAVIGATION_MAP,211.4,7649.4,90.87,8.28,-0.7,28.03,84.8
2026-09-22 12:13:08,CLIMB,CLB_NAV,NAVIGATION_MAP,211.6,7669.8,90.9,7.04,1.11,28.18,84.8
2026-09-22 12:13:10,CLIMB,CLB_NAV,NAVIGATION_MAP,212.0,7699.8,91.03,7.55,-1.66,28.12,84.9
2026-09-22 12:13:12,CLIMB,CLB_NAV,NAVIGATION_MAP,212.1,7726.5,91.0,7.95,-0.77,28.21,84.7
2026-09-22 12:13:14,CLIMB,CLB_NAV,NAVIGATION_MAP,212.2,7754.7,91.17,8.23,-0.29,28.24,84.8
2026-09-22 12:13:16,CLIMB,CLB_NAV,NAVIGATION_MAP,212.7,7779.7,91.0,8.04,-1.3,28.37,84.6
2026-09-22 12:13:18,CLIMB,CLB_NAV,NAVIGATION_MAP,212.8,7802.5,90.87,7.52,1.46,28.18,84.7
2026-09-22 12:13:20,CLIMB,CLB_NAV,NAVIGATION_MAP,213.2,7831.5,90.88,8.3,-1.74,28.29,85.0
2026-09-22 12:13:22,CLIMB,CLB_NAV,NAVIGATION_MAP,213.4,7854.0,90.71,6.92,-0.19,28.01,84.6
2026-09-22 12:13:24,CLIMB,CLB_NAV,NAVIGATION_MAP,213.6,7886.9,90.62,7.16,-0.05,28.03,84.6
2026-09-22 12:13:26,CLIMB,CLB_NAV,NAVIGATION_MAP,214.0,7915.3,90.77,6.48,1.41,28.27,84.7
